filename,object_id,final_shape,tgt_points,color_transfer_coeffs,polynomial_coeffs,polynomial_mean_coeffs,percentile_coeffs
3i1lgNamE8w92_7hv_GK7g.jpg,104,diamond-s,"[[4353.0, 2338.0], [4416.0, 2281.0], [4479.0, 2346.0], [4415.0, 2400.0]]","[[0.08964597433805466, -2.631558895111084], [0.08100543171167374, -0.6416754126548767], [0.07789715379476547, -0.22223259508609772]]","[[0.07759355008602142, 0.11074813455343246], [0.07942436635494232, 0.1732296347618103], [0.004953165538609028, 0.2263469696044922]]","[[0.04513451084494591, 0.1802651584148407]]","[[0.09253983199596405, 0.1731433868408203]]"
3i1lgNamE8w92_7hv_GK7g.jpg,103,other,"[[4374.0, 2241.0], [4439.0, 2239.0], [4443.0, 2278.0], [4378.0, 2279.0]]",,,,
3i1lgNamE8w92_7hv_GK7g.jpg,105,circle,"[[4382.0, 2399.0], [4474.0, 2399.0], [4474.0, 2496.0], [4382.0, 2496.0]]","[[0.2729344666004181, -2.867885112762451], [0.5177330374717712, -1.930039882659912], [0.2405751496553421, -0.19624678790569305]]","[[0.09913040697574615, -0.024731457233428955], [0.06125357374548912, 0.14140819013118744], [0.05314817652106285, 0.20506428182125092]]","[[0.06712259352207184, 0.11433287709951401]]","[[0.1784275323152542, 0.04448912665247917]]"
3i1lgNamE8w92_7hv_GK7g.jpg,197,circle,"[[1178.0, 2672.0], [1340.0, 2672.0], [1340.0, 2839.0], [1178.0, 2839.0]]","[[0.2907858192920685, -3.2314982414245605], [0.6182438135147095, -2.1851918697357178], [0.14387552440166473, -0.15712831914424896]]","[[0.06580425053834915, -0.006753821391612291], [0.030991708859801292, 0.114036425948143], [0.022535262629389763, 0.16637307405471802]]","[[0.030557522550225258, 0.09995226562023163]]","[[0.14867112040519714, 0.01995634287595749]]"
3i1lgNamE8w92_7hv_GK7g.jpg,216,circle,"[[1906.0, 2415.0], [1983.0, 2415.0], [1983.0, 2495.0], [1906.0, 2495.0]]","[[0.22886992990970612, -2.479793071746826], [0.5527614951133728, -1.8760676383972168], [0.15500615537166595, -0.28025904297828674]]","[[0.017618225887417793, 0.06388363987207413], [0.04655589163303375, 0.1934605985879898], [0.041228484362363815, 0.2716771960258484]]","[[0.04648595303297043, 0.16742070019245148]]","[[0.20881512761116028, 0.07617264240980148]]"
3pwWY1hStuDHu5LLKD-NIw.jpg,93,diamond-l,"[[2307.0, 1161.0], [2362.0, 1102.0], [2424.0, 1158.0], [2365.0, 1220.0]]","[[0.05065810680389404, -2.4813790321350098], [0.1438889503479004, 0.7164707779884338], [0.057587046176195145, -0.26847612857818604]]","[[0.121270090341568, 0.4169953167438507], [0.09412644803524017, 0.25605109333992004], [-0.24854688346385956, 0.06650686264038086]]","[[0.08558648079633713, 0.24841272830963135]]","[[0.46529507637023926, 0.05378686264157295]]"
3pwWY1hStuDHu5LLKD-NIw.jpg,109,other,"[[1898.0, 565.0], [2097.0, 566.0], [2097.0, 637.0], [1894.0, 636.0]]",,,,
3t0AT4nTYNPJiFOSiJA9dw.jpg,117,diamond-s,"[[1910.0, 1299.0], [1945.0, 1269.0], [1973.0, 1300.0], [1941.0, 1331.0]]","[[0.05048099905252457, -1.8887441158294678], [0.1957378387451172, -0.3474059998989105], [0.04390127211809158, -0.3183322548866272]]","[[-0.01486117672175169, 0.37702637910842896], [-0.03981593996286392, 0.390207439661026], [0.11889727413654327, 0.25964608788490295]]","[[-0.017127573490142822, 0.3608975112438202]]","[[0.11179021000862122, 0.29415363073349]]"
3t0AT4nTYNPJiFOSiJA9dw.jpg,68,diamond-s,"[[2873.0, 1338.0], [2908.0, 1298.0], [2952.0, 1330.0], [2917.0, 1375.0]]","[[0.10024663060903549, -2.330308198928833], [0.21057812869548798, -0.3620848059654236], [0.09983941167593002, -0.22277136147022247]]","[[0.01409031730145216, 0.2759885787963867], [-0.006985813844949007, 0.28120842576026917], [0.07877568155527115, 0.18430471420288086]]","[[-0.007711355108767748, 0.26825904846191406]]","[[0.17635338008403778, 0.1631205976009369]]"
3t0AT4nTYNPJiFOSiJA9dw.jpg,116,other,"[[1917.0, 1335.0], [1965.0, 1333.0], [1966.0, 1381.0], [1917.0, 1382.0]]",,,,
3tC7ocA9XDG25f8vnDWa1g.jpg,57,diamond-l,"[[2583.0, 2041.0], [2643.0, 1963.0], [2727.0, 2028.0], [2663.0, 2107.0]]","[[0.077156201004982, -2.9414515495300293], [0.27170881628990173, 0.43331679701805115], [0.09327899664640427, -0.20265689492225647]]","[[0.041773755103349686, 0.28717878460884094], [0.02770424075424671, 0.22111576795578003], [-0.2277146428823471, 0.06068623065948486]]","[[0.016731025651097298, 0.19148239493370056]]","[[0.30345240235328674, 0.04626739025115967]]"
3tC7ocA9XDG25f8vnDWa1g.jpg,60,other,"[[2531.0, 2084.0], [2588.0, 2079.0], [2603.0, 2167.0], [2546.0, 2173.0]]",,,,
3tDFQejz4vmd-iUCHg3eGw.jpg,23,diamond-l,"[[1940.0, 1878.0], [1973.0, 1849.0], [2001.0, 1880.0], [1970.0, 1910.0]]","[[0.05047181248664856, -1.7977228164672852], [0.06912820041179657, 0.4040420353412628], [0.052084822207689285, -0.34481585025787354]]","[[0.06522735208272934, 0.5316184163093567], [0.06340107321739197, 0.3775136172771454], [0.14505614340305328, 0.1278820037841797]]","[[0.06042756512761116, 0.3469908833503723]]","[[0.4350837171077728, 0.14687088131904602]]"
3tDFQejz4vmd-iUCHg3eGw.jpg,31,circle,"[[2173.0, 1575.0], [2285.0, 1575.0], [2285.0, 1686.0], [2173.0, 1686.0]]","[[0.26994508504867554, -0.9939287900924683], [0.14550773799419403, -0.48380717635154724], [0.2755988836288452, -0.307797372341156]]","[[0.11003287136554718, 0.3450073301792145], [0.029984286054968834, 0.37935176491737366], [0.026854906231164932, 0.36478856205940247]]","[[0.0057926056906580925, 0.3901437819004059]]","[[0.15260177850723267, 0.3288140296936035]]"
3vpEdqkJcWQaEy2-zCXbyA.jpg,23,diamond-l,"[[2349.0, 1828.0], [2386.0, 1796.0], [2419.0, 1841.0], [2381.0, 1868.0]]","[[0.1200871467590332, -1.2885055541992188], [0.1812928169965744, 0.576725959777832], [0.1243162527680397, -0.46471092104911804]]","[[0.06305292248725891, 0.5174185037612915], [0.14407777786254883, 0.5914481282234192], [-0.41980093717575073, 0.1438092738389969]]","[[0.05529442057013512, 0.42607492208480835]]","[[0.6827646493911743, 0.09213676303625107]]"
3vpEdqkJcWQaEy2-zCXbyA.jpg,22,octagon,"[[2383.0, 1746.0], [2419.0, 1766.0], [2401.0, 1799.0], [2365.0, 1779.0]]","[[0.42881202697753906, -2.063798666000366], [0.43200019001960754, -0.2769114077091217], [0.4758257567882538, -0.012239061295986176]]","[[-0.04293140769004822, 0.41018933057785034], [0.21595537662506104, 0.13608911633491516], [0.220548614859581, 0.11326886713504791]]","[[0.2485337257385254, 0.11700451374053955]]","[[0.38890549540519714, 0.0315554141998291]]"
3z0K_SVnUAoOqaXocBm0fw.jpg,34,diamond-l,"[[1867.0, 1939.5], [1905.5, 1914.0], [1943.0, 1939.5], [1904.5, 1965.0]]","[[0.09005135297775269, -3.4514904022216797], [0.12179876118898392, -0.1965826153755188], [0.0890069380402565, -0.06323728710412979]]","[[0.014758342877030373, 0.14881540834903717], [0.03212999552488327, 0.10854879021644592], [0.40489280223846436, 0.05531386286020279]]","[[0.03368603438138962, 0.10689450055360794]]","[[0.11525735259056091, 0.05073529854416847]]"
3z0K_SVnUAoOqaXocBm0fw.jpg,40,other,"[[2564.0, 1634.0], [2609.0, 1628.0], [2614.0, 1723.0], [2570.0, 1727.0]]",,,,
3z0K_SVnUAoOqaXocBm0fw.jpg,41,other,"[[2604.0, 1773.0], [2646.0, 1771.0], [2649.0, 1843.0], [2608.0, 1844.0]]",,,,
3z0K_SVnUAoOqaXocBm0fw.jpg,51,rect-m,"[[829.0, 1162.0], [943.0, 1168.0], [924.0, 1310.0], [811.0, 1299.0]]","[[0.14744462072849274, -2.760438919067383], [0.12094026058912277, -0.48472726345062256], [0.1580590009689331, -0.12648044526576996]]","[[0.07862880825996399, 0.11300035566091537], [0.08423895388841629, 0.10369129478931427], [0.08286638557910919, 0.09770891815423965]]","[[0.07942692935466766, 0.10482923686504364]]","[[0.12287434935569763, 0.08018842339515686]]"
42y5FzvZO7fn7OaauBfq5Q.jpg,33,diamond-l,"[[872.0, 1103.0], [939.0, 1042.0], [999.0, 1111.0], [933.0, 1171.0]]","[[0.05772239342331886, -1.632582426071167], [0.15547610819339752, 0.23013383150100708], [0.05672178417444229, -0.36286142468452454]]","[[0.05106280744075775, 0.5015113353729248], [-0.012046032585203648, 0.4274475574493408], [-1.0799845457077026, 0.25490111112594604]]","[[-0.047188084572553635, 0.40524664521217346]]","[[0.4062346816062927, 0.16830269992351532]]"
42y5FzvZO7fn7OaauBfq5Q.jpg,66,other,"[[2276.0, 1171.0], [2279.0, 1068.0], [2316.0, 1069.0], [2313.0, 1167.0]]",,,,
436R2pE8mKkGyyCJH1hw7g.jpg,57,diamond-l,"[[1565.0, 1665.0], [1611.0, 1613.0], [1662.0, 1658.0], [1615.0, 1710.0]]","[[0.05507352203130722, -0.9888408184051514], [0.12425228953361511, 0.3160916268825531], [0.054503392428159714, -0.4555293321609497]]","[[0.13391979038715363, 0.6701767444610596], [0.05751291662454605, 0.595535397529602], [-1.7640084028244019, 0.39314407110214233]]","[[-0.008677494712173939, 0.567742109298706]]","[[0.6159515380859375, 0.26433536410331726]]"
49hCxE8Vr9E0WJiK3o141w.jpg,43,diamond-l,"[[2649.0, 1454.0], [2743.0, 1358.0], [2852.0, 1446.0], [2756.0, 1540.0]]","[[0.04475100338459015, -2.7016210556030273], [0.10690660774707794, -0.2888709306716919], [0.04104778915643692, -0.20388667285442352]]","[[0.007488975767046213, 0.2320907711982727], [-0.0029712626710534096, 0.20833051204681396], [-0.07698870450258255, 0.14834825694561005]]","[[-0.013370443135499954, 0.2025637924671173]]","[[0.12709367275238037, 0.1342068761587143]]"
49hCxE8Vr9E0WJiK3o141w.jpg,46,diamond-l,"[[2136.0, 1594.0], [2168.0, 1562.0], [2202.0, 1594.0], [2169.0, 1627.0]]","[[0.036869410425424576, -2.6594715118408203], [0.08222680538892746, -0.21368040144443512], [0.036607977002859116, -0.22431853413581848]]","[[0.04172027111053467, 0.22521306574344635], [0.041070498526096344, 0.21159115433692932], [0.09636595845222473, 0.13845422863960266]]","[[0.037745434790849686, 0.19399821758270264]]","[[0.12998278439044952, 0.14051949977874756]]"
49hCxE8Vr9E0WJiK3o141w.jpg,44,other,"[[2723.0, 1541.0], [2790.0, 1540.0], [2795.0, 1603.0], [2728.0, 1605.0]]",,,,
4AV4alueY4okMvyhIibeGw.jpg,31,diamond-l,"[[2666.0, 1483.0], [2753.0, 1405.0], [2831.0, 1495.0], [2744.0, 1574.0]]","[[0.1120709627866745, -3.3957536220550537], [0.3058475852012634, 0.4702644348144531], [0.14046438038349152, -0.1255553662776947]]","[[0.02536475472152233, 0.22500909864902496], [0.021213019266724586, 0.1577213555574417], [-0.12511274218559265, 0.0344911552965641]]","[[0.009206454269587994, 0.1415577232837677]]","[[0.26662683486938477, 0.01197507418692112]]"
4BR6X3rsY0isUHD6DtnXgw.jpg,49,diamond-l,"[[959.0, 1709.0], [996.0, 1677.0], [1028.0, 1708.0], [992.0, 1742.0]]","[[0.07143496721982956, -1.1175868511199951], [0.14114117622375488, 0.8743166327476501], [0.09231670200824738, -0.5113452672958374]]","[[0.12075357884168625, 0.7847557067871094], [0.18680182099342346, 0.7357180118560791], [-0.041517116129398346, 0.10357454419136047]]","[[0.12630873918533325, 0.5494868159294128]]","[[0.883508563041687, 0.09614104777574539]]"
4BR6X3rsY0isUHD6DtnXgw.jpg,134,other,"[[631.0, 1718.0], [700.0, 1718.0], [697.0, 1759.0], [627.0, 1759.0]]",,,,
4CW8SD7jlWCVHAXSlSR99A.jpg,38,diamond-l,"[[1943.0, 1406.0], [1972.0, 1377.0], [2001.0, 1410.0], [1974.0, 1437.0]]","[[0.08711634576320648, -1.9986567497253418], [0.12787914276123047, 0.7421725392341614], [0.09044010192155838, -0.3082582354545593]]","[[0.08848951011896133, 0.5359198451042175], [0.08351325243711472, 0.3229474723339081], [-0.038888100534677505, 0.06636913865804672]]","[[0.06922486424446106, 0.3136286437511444]]","[[0.5278288125991821, 0.07271178066730499]]"
4CW8SD7jlWCVHAXSlSR99A.jpg,68,other,"[[1640.0, 1180.0], [1689.0, 1176.0], [1693.0, 1217.0], [1648.0, 1229.0]]",,,,
4CW8SD7jlWCVHAXSlSR99A.jpg,39,diamond-l,"[[1708.0, 1388.5], [1726.0, 1369.0], [1745.0, 1388.5], [1727.0, 1408.0]]","[[0.0863230749964714, -2.969818115234375], [0.09218604117631912, 0.16120220720767975], [0.08108896762132645, -0.11792627722024918]]","[[0.12313669919967651, 0.18745647370815277], [0.11479520052671432, 0.09753940999507904], [0.5707258582115173, 0.03781396895647049]]","[[0.13618265092372894, 0.10852210968732834]]","[[0.18325446546077728, 0.07538238912820816]]"
4WPDRRqCOniejQPC9MXJyg.jpg,31,diamond-l,"[[2296.0, 1406.0], [2370.0, 1336.0], [2455.0, 1413.0], [2382.0, 1488.0]]","[[0.1657118946313858, -3.276526927947998], [0.36874040961265564, 0.34824085235595703], [0.16527308523654938, -0.06508785486221313]]","[[0.10549143701791763, 0.17357707023620605], [0.06987464427947998, 0.10000814497470856], [0.008350021205842495, 0.02917291782796383]]","[[0.08050833642482758, 0.10266613215208054]]","[[0.29233264923095703, 0.01145833358168602]]"
4ZLMmsChurvCyNRZ3U-Edw.jpg,111,diamond-l,"[[2030.0, 1643.0], [2095.0, 1576.0], [2164.0, 1642.0], [2100.0, 1712.0]]","[[0.06964919716119766, -3.0364699363708496], [0.2104754000902176, 0.18145751953125], [0.07065009325742722, -0.1566135138273239]]","[[-0.01613994874060154, 0.2668992578983307], [-0.057698726654052734, 0.21189920604228973], [-0.7503637671470642, 0.12047240883111954]]","[[-0.07595231384038925, 0.20383670926094055]]","[[0.2256903499364853, 0.054901961237192154]]"
4ZLMmsChurvCyNRZ3U-Edw.jpg,110,rect-s,"[[2077.0, 1712.0], [2121.0, 1713.0], [2122.0, 1785.0], [2076.0, 1785.0]]","[[0.0456712543964386, -2.279311418533325], [0.060698267072439194, -0.5815911293029785], [0.0580623559653759, -0.2471669614315033]]","[[-0.005036722403019667, 0.26764342188835144], [0.0016662479611113667, 0.25786662101745605], [0.0012196102179586887, 0.3065875768661499]]","[[-0.002255756873637438, 0.2772115468978882]]","[[0.06650512665510178, 0.2403891533613205]]"
4fC9r4lWHhuUpT4js-3uaQ.jpg,80,diamond-s,"[[1708.0, 1683.0], [1738.0, 1652.0], [1770.0, 1681.0], [1741.0, 1714.0]]","[[0.12555426359176636, -1.522969126701355], [0.2188747078180313, -0.19738487899303436], [0.1340213418006897, -0.3163965940475464]]","[[-0.01539655402302742, 0.4790157973766327], [0.018985796719789505, 0.4264026880264282], [0.2328241765499115, 0.2287580370903015]]","[[0.07145562767982483, 0.36494722962379456]]","[[0.4175858199596405, 0.1979166567325592]]"
4fC9r4lWHhuUpT4js-3uaQ.jpg,89,diamond-s,"[[2453.0, 1640.0], [2486.0, 1609.0], [2518.0, 1644.0], [2484.0, 1671.0]]","[[0.19961430132389069, -1.9948060512542725], [0.27133673429489136, -0.3660183250904083], [0.21115100383758545, -0.2031894028186798]]","[[0.07433491945266724, 0.27605557441711426], [0.06733828783035278, 0.2855967581272125], [0.1579735279083252, 0.19650451838970184]]","[[0.07298127561807632, 0.2650962471961975]]","[[0.464154452085495, 0.08562500029802322]]"
4fC9r4lWHhuUpT4js-3uaQ.jpg,91,up-triangle,"[[1731.468505859375, 1718.881103515625], [1785.314697265625, 1720.97900390625], [1755.2447509765625, 1767.1328125]]","[[0.36352774500846863, -1.0262229442596436], [0.2480478137731552, -0.2733200788497925], [0.4359389543533325, -0.23539480566978455]]","[[0.2339731901884079, 0.32509109377861023], [0.2457633912563324, 0.33518943190574646], [0.2768002152442932, 0.3319073021411896]]","[[0.23144756257534027, 0.33354783058166504]]","[[0.4539828896522522, 0.20551471412181854]]"
4fC9r4lWHhuUpT4js-3uaQ.jpg,64,circle,"[[1659.0, 1873.0], [1715.0, 1873.0], [1715.0, 1930.0], [1659.0, 1930.0]]","[[0.42953014373779297, -1.227847695350647], [0.5927789211273193, -1.4714514017105103], [0.44139090180397034, -0.18894809484481812]]","[[-0.1729031205177307, 0.409334272146225], [0.09987414628267288, 0.2498549073934555], [0.12046509236097336, 0.3208431005477905]]","[[0.08681715279817581, 0.2580369710922241]]","[[0.4487745463848114, 0.08799019455909729]]"
4fD38Nxgs6_-URTfn1aq2Q.jpg,108,diamond-l,"[[2281.0, 1831.0], [2328.0, 1773.0], [2386.0, 1820.0], [2341.0, 1877.0]]","[[0.09514453262090683, -2.430635452270508], [0.2348005622625351, 0.6147283315658569], [0.12018471211194992, -0.25781282782554626]]","[[0.0923590362071991, 0.3699810802936554], [0.08376943320035934, 0.2546023726463318], [-0.2114512175321579, 0.061944831162691116]]","[[0.06213425099849701, 0.2328508496284485]]","[[0.4518626928329468, 0.03469579666852951]]"
4fD38Nxgs6_-URTfn1aq2Q.jpg,120,diamond-l,"[[3129.0, 1666.0], [3213.0, 1566.0], [3326.0, 1649.0], [3247.0, 1744.0]]","[[0.054531026631593704, -1.86639404296875], [0.14106476306915283, 0.8999931812286377], [0.06652756780385971, -0.4035114049911499]]","[[0.12230445444583893, 0.5896235704421997], [0.15517963469028473, 0.4642380177974701], [-0.30679070949554443, 0.07232798635959625]]","[[0.1001150980591774, 0.3843972384929657]]","[[0.6892935633659363, 0.049375731498003006]]"
4fD38Nxgs6_-URTfn1aq2Q.jpg,111,other,"[[2308.0, 1879.0], [2368.0, 1880.0], [2367.0, 1909.0], [2309.0, 1912.0]]",,,,
4fD38Nxgs6_-URTfn1aq2Q.jpg,114,other,"[[3365.0, 1809.0], [3448.0, 1800.0], [3451.0, 1841.0], [3373.0, 1847.0]]",,,,
4fD38Nxgs6_-URTfn1aq2Q.jpg,118,other,"[[3358.0, 1653.0], [3432.0, 1643.0], [3447.0, 1752.0], [3372.0, 1754.0]]",,,,
4fD38Nxgs6_-URTfn1aq2Q.jpg,90,rect-s,"[[2046.0, 1939.0], [2098.0, 1934.0], [2103.0, 2010.0], [2049.0, 2009.0]]","[[0.36565184593200684, -3.2923827171325684], [1.0244805812835693, 0.1743449568748474], [0.4255925118923187, 0.061949439346790314]]","[[-0.0786864161491394, 0.40101420879364014], [0.0053024799562990665, 0.2302599996328354], [-0.01352735422551632, 0.06688636541366577]]","[[-0.012522206641733646, 0.21490378677845]]","[[0.375487744808197, 0.02855047583580017]]"
4hrNsihJVJlQ8EwvbWdjhw.jpg,125,diamond-s,"[[1624.0, 778.0], [1663.0, 732.0], [1699.0, 774.0], [1674.0, 808.0]]","[[0.07406759262084961, -1.1225472688674927], [0.23710593581199646, 8.076941594481468e-05], [0.06786417216062546, -0.40731900930404663]]","[[0.028422296047210693, 0.6443259716033936], [0.02533024363219738, 0.5432412624359131], [0.22162431478500366, 0.2909528315067291]]","[[0.04163056239485741, 0.5200974941253662]]","[[0.2719216048717499, 0.42696723341941833]]"
4hrNsihJVJlQ8EwvbWdjhw.jpg,115,other,"[[1592.0, 739.0], [1637.0, 732.0], [1637.0, 762.0], [1595.0, 777.0]]",,,,
4hrNsihJVJlQ8EwvbWdjhw.jpg,118,other,"[[1602.0, 882.0], [1643.0, 880.0], [1643.0, 915.0], [1602.0, 920.0]]",,,,
4hrNsihJVJlQ8EwvbWdjhw.jpg,126,other,"[[1631.0, 810.0], [1690.0, 810.0], [1693.0, 869.0], [1637.0, 874.0]]",,,,
4hrNsihJVJlQ8EwvbWdjhw.jpg,120,circle,"[[1590.0, 931.0], [1645.0, 931.0], [1645.0, 989.0], [1590.0, 989.0]]","[[0.13636958599090576, -1.2835899591445923], [0.5735486149787903, -0.746488094329834], [0.2597552537918091, -0.2304544746875763]]","[[-0.2712964117527008, 0.9195742011070251], [-0.012671508826315403, 0.22047996520996094], [0.0999496579170227, 0.3429851830005646]]","[[-0.07854591310024261, 0.44997793436050415]]","[[0.5493978261947632, 0.16888165473937988]]"
4hrNsihJVJlQ8EwvbWdjhw.jpg,121,other,"[[1604.0, 996.0], [1650.0, 996.0], [1650.0, 1046.0], [1604.0, 1046.0]]",,,,
4hrNsihJVJlQ8EwvbWdjhw.jpg,117,circle,"[[1592.0, 820.0], [1636.0, 817.0], [1636.0, 879.0], [1594.0, 881.0]]","[[0.15528568625450134, -1.1046637296676636], [0.38748225569725037, -0.607729434967041], [0.26327207684516907, -0.2947525978088379]]","[[-0.13236618041992188, 0.7189574837684631], [-0.0711471363902092, 0.3578142821788788], [0.023579949513077736, 0.3950900733470917]]","[[-0.07308594137430191, 0.47662681341171265]]","[[0.3617771565914154, 0.268724650144577]]"
4lw0pWrlGUzsN7URPqLDQw.jpg,146,diamond-s,"[[1370.0, 643.0], [1404.0, 611.0], [1438.0, 644.0], [1406.0, 677.0]]","[[0.09846553206443787, -1.5520261526107788], [0.31238678097724915, -0.04912232980132103], [0.08419468253850937, -0.3386595845222473]]","[[0.02528911828994751, 0.48993968963623047], [0.04287370666861534, 0.4043547809123993], [0.28952717781066895, 0.1747714728116989]]","[[0.10729862749576569, 0.34616854786872864]]","[[0.24339954555034637, 0.30782732367515564]]"
4lw0pWrlGUzsN7URPqLDQw.jpg,200,other,"[[1486.0, 616.0], [1560.0, 624.0], [1565.0, 663.0], [1487.0, 660.0]]",,,,
4lw0pWrlGUzsN7URPqLDQw.jpg,199,circle,"[[1487.0, 543.0], [1559.0, 543.0], [1559.0, 620.0], [1487.0, 620.0]]","[[0.39520081877708435, -1.4468517303466797], [0.3527451753616333, -0.6607291102409363], [0.47737279534339905, -0.13425424695014954]]","[[-0.022633671760559082, 0.3574056029319763], [0.10337970405817032, 0.21928811073303223], [0.1058298647403717, 0.215774267911911]]","[[0.059941768646240234, 0.24306488037109375]]","[[0.33251890540122986, 0.07781187444925308]]"
4pFkhDE71kHaFY1NriyEuw.jpg,79,diamond-s,"[[3215.0, 1176.0], [3265.0, 1120.0], [3323.0, 1169.0], [3271.0, 1224.0]]","[[0.058096956461668015, -1.5596357583999634], [0.24325545132160187, -0.1927141547203064], [0.04602254182100296, -0.36444151401519775]]","[[0.10092229396104813, 0.37629932165145874], [0.08757181465625763, 0.3671594262123108], [0.24565455317497253, 0.23257172107696533]]","[[0.11784698069095612, 0.33504384756088257]]","[[0.1299719512462616, 0.3750329911708832]]"
4pFkhDE71kHaFY1NriyEuw.jpg,106,circle,"[[1433.0, 704.0], [1607.0, 704.0], [1607.0, 877.0], [1433.0, 877.0]]","[[0.1818179339170456, -1.2037444114685059], [0.34478724002838135, -1.1861199140548706], [0.12739337980747223, -0.3832101821899414]]","[[-0.46850261092185974, 0.6617584824562073], [-0.030739735811948776, 0.38814374804496765], [-0.020185217261314392, 0.5400457382202148]]","[[-0.06802545487880707, 0.42756903171539307]]","[[0.32381319999694824, 0.20245711505413055]]"
4pFkhDE71kHaFY1NriyEuw.jpg,124,circle,"[[1054.0, 1428.0], [1302.0, 1428.0], [1302.0, 1678.0], [1054.0, 1678.0]]","[[0.1850864589214325, -1.8193033933639526], [0.37190940976142883, -1.2747682332992554], [0.13892528414726257, -0.2859638035297394]]","[[0.054628800600767136, 0.1615290492773056], [0.03031008318066597, 0.263908326625824], [0.016966551542282104, 0.3600531220436096]]","[[0.028287990018725395, 0.2674049735069275]]","[[0.19675800204277039, 0.1726386994123459]]"
4pFkhDE71kHaFY1NriyEuw.jpg,58,circle,"[[2471.0, 1302.0], [2519.0, 1302.0], [2519.0, 1350.0], [2471.0, 1350.0]]","[[0.12761324644088745, -1.484758734703064], [0.32311731576919556, -1.151710033416748], [0.06801685690879822, -0.3775312900543213]]","[[-0.19797922670841217, 0.415375292301178], [-0.020803850144147873, 0.365511953830719], [0.012559771537780762, 0.4925157129764557]]","[[-0.03611815720796585, 0.3826730251312256]]","[[0.21838384866714478, 0.2737698256969452]]"
4pFkhDE71kHaFY1NriyEuw.jpg,78,circle,"[[3223.0, 1215.0], [3334.0, 1215.0], [3334.0, 1324.0], [3223.0, 1324.0]]","[[0.19860389828681946, -1.6265106201171875], [0.4861209988594055, -1.5472041368484497], [0.10691214352846146, -0.33308613300323486]]","[[-0.13027147948741913, 0.30314117670059204], [-0.007964321412146091, 0.288782000541687], [0.013041077181696892, 0.4455210864543915]]","[[-0.017575008794665337, 0.3163137137889862]]","[[0.2769832909107208, 0.16872605681419373]]"
4plqtFIbbcfzrZ-AX9kaZg.jpg,42,diamond-l,"[[1219.0, 1136.0], [1259.0, 1089.0], [1301.0, 1124.0], [1266.0, 1168.0]]","[[0.10169042646884918, -3.0049238204956055], [0.2379414588212967, 0.5621895790100098], [0.10299811512231827, -0.16216935217380524]]","[[0.03788141533732414, 0.29392296075820923], [0.03616496920585632, 0.17683573067188263], [0.07399901002645493, 0.028798764571547508]]","[[0.0313991941511631, 0.1683579534292221]]","[[0.3004840910434723, 0.021847426891326904]]"
4x_EuKHXLKSJ17uSV9C27Q.jpg,26,diamond-l,"[[2462.0, 1925.0], [2619.0, 1758.0], [2795.0, 1924.0], [2640.0, 2091.0]]","[[0.09534420073032379, -1.092301368713379], [0.20091739296913147, 0.4677865207195282], [0.10414043068885803, -0.408527135848999]]","[[0.0122550493106246, 0.7636549472808838], [0.022750133648514748, 0.511666476726532], [-0.9649109244346619, 0.25431427359580994]]","[[-0.05548672378063202, 0.5255687236785889]]","[[0.6960892677307129, 0.1437796801328659]]"
51lsQzsi_NiI739C6u96QQ.jpg,114,diamond-l,"[[1431.0, 1545.0], [1483.0, 1489.0], [1537.0, 1547.0], [1485.0, 1600.0]]","[[0.07051699608564377, -0.8633973002433777], [0.15015828609466553, 0.48166579008102417], [0.07199010998010635, -0.4756881594657898]]","[[0.10140171647071838, 0.7656406164169312], [0.08800949156284332, 0.640221118927002], [-0.916202962398529, 0.32256880402565]]","[[0.03105941228568554, 0.5868323445320129]]","[[0.6493011116981506, 0.20904450118541718]]"
52Oz_LGAb1gZdTu1iqV4RA.jpg,126,diamond-l,"[[1025.0, 1213.0], [1062.0, 1176.0], [1102.0, 1212.0], [1071.0, 1253.0]]","[[0.04660256952047348, -1.2598856687545776], [0.11645125597715378, 0.343220978975296], [0.04928961768746376, -0.4369456171989441]]","[[0.09427381306886673, 0.6136283278465271], [0.09397418051958084, 0.5396431088447571], [-0.3095950782299042, 0.24669045209884644]]","[[0.06131978705525398, 0.4751736521720886]]","[[0.5084095597267151, 0.23347176611423492]]"
52Oz_LGAb1gZdTu1iqV4RA.jpg,125,other,"[[1053.0, 1339.0], [1049.0, 1254.0], [1065.0, 1254.0], [1074.0, 1336.0]]",,,,
52Oz_LGAb1gZdTu1iqV4RA.jpg,132,other,"[[1123.0, 1205.0], [1160.0, 1205.0], [1164.0, 1250.0], [1123.0, 1253.0]]",,,,
52Oz_LGAb1gZdTu1iqV4RA.jpg,101,other,"[[2151.0, 1685.0], [1726.0, 1709.0]]",,,,
53FCZ--fWAT4JXCCqmZKoA.jpg,29,diamond-l,"[[762.0, 1222.0], [861.0, 1135.0], [941.0, 1228.0], [848.0, 1304.0]]","[[0.07043002545833588, -2.752110242843628], [0.12205245345830917, -0.14659349620342255], [0.07097674906253815, -0.16231855750083923]]","[[0.0671016052365303, 0.20539118349552155], [0.06062448397278786, 0.14532703161239624], [0.08024489879608154, 0.10613662004470825]]","[[0.031089862808585167, 0.171856090426445]]","[[0.1876317709684372, 0.09679955244064331]]"
